Prompt,Target
"Write a job description for Senior Data Analyst role proposed by ""Convene Technologies."", a company founded on 2005.0 that has now a size of 51 to 200 employees and works on IT Services industry in the Information Technology sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in Tampa, FL. The salary estimate is $52K-$91K ","We have the below role open with our direct end customer in San Antonio TX for the long-term contract.

Our client is a world leader in manager cloud computing and uses cutting-edge technologies

Interested candidates, please send the resume along with rate and contact.

Responsibilities:
• Person must be an expert at pulling data.
• Person must not be satisfied to only pulldata only, but is very interested in understanding and analyzing the data aswell.
• The person will need to exercise a lot of initiative to be successful in this role as the end goal is well-defined but how we choose to get there is not.
• Need a person who insists on understanding the business objective and can be a creative problem solver to figure out the best way to get data or analyze the data
• The person will assist in creating a way to measure multiple steps in our inventory ordering process so that we can figure out how best to speed up the process.

RequiredSkills (and years of experience): TOP 5 SKILLS NEEDED

• Expert SQL Server skills (SSIS, SSAS, SSRS):3+ years
• Advanced PowerPivots or PowerQuery: 2+years
• Advanced Excel: 4+ years
• Advanced analysis: 3+ years

Preferred Skills: (NICE TO HAVES)
• Oracle E-business suite R12: 2+ years
o OBIEE: 2+ years
• Data Warehousing: 2+ years
• VBA: 2+ years
• Python: 1+ years

Required Soft Skills:
• Communicates clearly (both verbal &written)
• Self-starter"
"Write a job description for San Antonio Data Science Tutor Jobs role proposed by ""Varsity Tutors."", a company founded on 2007.0 that has now a size of 201 to 500 employees and works on Internet industry in the Information Technology sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in Saint Louis, MO. The salary estimate is $52K-$91K ","#San Antonio Data Science Tutor Jobs

Varsity Tutors has students in #San Antonio looking for Data Science tutoring. Varsity Tutors is a live learning platform that connects tutors with students to provide personalized learning. In addition to having knowledge of Data Science, clients also look for tutors who are friendly, articulate, and reliable. Working as a tutor on the Varsity Tutors platform includes several benefits, such as the flexibility to schedule your own sessions and to choose your own hours. We put forth great effort to match tutors to students, resulting in productive learning experiences. Tutors working with Varsity Tutors are paid twice a week and choose their own tutoring load. There are multiple ways for tutors to earn while tutoring on the Varsity Tutors platform:
In-Person tutoring
Online tutoring (you can use the Varsity Tutors online tutoring platform to tutor anywhere and at anytime)
On-Demand tutoring (no need to schedule sessions ahead of time - simply take on opportunities as they arise.) Tutors are independent contractors and have the freedom to use their own teaching styles and methods."
"Write a job description for LEAD ENGINEER - SR. COMPUTER SCIENTIST - SR. RESEARCH ENGINEER - UNMANNED SYSTEMS role proposed by ""Southwest Research Institute."", a company founded on 1947.0 that has now a size of 1001 to 5000 employees and works on Research & Development industry in the Business Services sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in San Antonio, TX. The salary estimate is $52K-$91K ","What’s the next hardest challenge for autonomous vehicles? Join our Unmanned Systems Group and help drive our research forward. Provide technical leadership and innovation, project management, and business development support to our research and development projects and programs in areas like unmanned ground and aerial vehicles (UGVs and UAVs), automated material handling, connected and automated vehicles (CAVs), automated transit, and autonomous off-road vehicles for global commercial and government clients. Our 50-person team handles everything from small investigations of new sensors to multi-year development of complete autonomous systems. See some of them at https://ivs.swri.org. Lead internal and external research projects from ideation through proposal, capture, execution, and delivery. Maintain familiarity with both industry and academic research to ensure SwRI remains on the cutting edge of valuable near- and far-term technology and capability. Share your successes at global conferences and present to industry experts and your team.


Education/Experience:


Requires a B.S., M.S., or Ph.D. in Computer Engineering, Electrical Engineering, Mechanical Engineering, Computer Science, or a related engineering field with at least 7 years of research and development experience in robotics, autonomous systems, or a related field. Must have at least a 3.25 GPA. We mostly work with vehicles, related experience is preferred. Excellent interpersonal skills and experience leading a technical team are required. You’ll need to lead your colleagues on your projects as well as help mentor junior engineers. Must be comfortable writing proposal performing business development activities. We’re looking for someone to take our research in new and challenging directions, including working with all levels of staff and being hands-on. Technical skills from programming (ROS is highly desired) to electrical and mechanical design will be very helpful and occasionally required. A valid/clear driver's license is required.


Special Considerations:


Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: San Antonio, Texas


For more information about this division, visit the Intelligent Systems home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace"
"Write a job description for COMPUTER SCIENTIST - ENGINEER - PERCEPTION SYSTEMS role proposed by ""Southwest Research Institute."", a company founded on 1947.0 that has now a size of 1001 to 5000 employees and works on Research & Development industry in the Business Services sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in San Antonio, TX. The salary estimate is $52K-$91K ","Join our Perception Systems team to develop perception (computer vision, LIDAR and/or radar) software solutions for various intelligent system applications including, but not limited to, autonomous/automated/unmanned vehicles, mobile robotics, and intelligent vehicle systems. Perform in all phases of the development lifecycle, including requirements definition, hardware/software/systems design, implementation, testing, and integration. Initiate advanced research and development programs, intface with clients, travel to client or other sites, and conduct technical presentations. Additional information about the type of work conducted by the Unmanned Systems Section can be found at: ugv.swri.org.


Education/Experience:


Requires a BS degree in Electrical Engineering, Mechanical Engineering, Aerospace Engineer, Computer Engineering or Computer Science with at least a 3.25 GPA. Must have 0-5 years of experience. Must have at least a 3.25 GPA. Linux and various PC operating systems experience required. C++ and Python development experience required. Must have academic or industry experience in perception (computer vision/image processing, LIDAR and/or radar) software solutions for various intelligent system applications including, but not limited to autonomous/automated/unmanned vehicles, mobile robotics, intelligent vehicle systems, object detection, and semantic segmentation. Strong software skills required. Excellent interpersonal skills and the ability to work well individually or as a member of a project team is required. Excellent written and verbal communication skills are required. A valid/clear driver's license is required. Experience in the area of perception (computer vision, LIDAR and/or radar) and machine learning is preferred. Experience with neural networks and deep learning frameworks is preferred. Robot Operating System (ROS) experience preferred.


Special Considerations:


Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: San Antonio, Texas


For more information about this division, visit the Intelligent Systems home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace"
"Write a job description for Research Scientist Assistant I/II role proposed by ""University of Texas at San Antonio."", a company founded on 1969.0 that has now a size of 1001 to 5000 employees and works on Colleges & Universities industry in the Education sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in San Antonio, TX. The salary estimate is $52K-$91K ","Position Details
Title of Position Research Scientist Assistant I/II
Requisition Number BES20200268P
Department Posting Name Biology
Location Main Campus
Recruitment Type External
Position Type This is a Classified, benefits eligible, position.
Grant Funded? Yes
Hours per week 40
If employee will be working a schedule other than Monday - Friday, 8:00am - 5:00pm, specify hours and days to be worked
N/A.
If Temporary, Ending Date
Recruiting Rate RSA I ($29,120-32,750)/Annualized; RSA II ($29,120-$33,500)/Annualized (beginning salary negotiable depending on level of qualifications)
Beginning Salary Flexibility Yes
Pay Basis Salary
Required Education Bachelor's Degree
Do you want to allow additional experience to substitute for required education? No
Preferred Education
Field of Study
Bachelor with major coursework in the field of
Microbiology or Immunology
MS Office Experience Required
Will this position require driving a UT or personally owned vehicle? No
Other Computer and Software Skills Required
None specified.
Experience and Other Skills Required
Level I:
- Bachelor’s degree
- No experience required.
Level II:
- Bachelor’s Degree
- 6 months related research experience.
Do you want to allow additional education to substitute for required experience? No
Other Skills Preferred
N/A.
Description of Job Duties
Under close supervision, conduct research activities include running immunology and microbiology experiments, such as bacterial and tissue culture, rodent tissue sample collection, and ELISA.
Posting Open Date 06/30/2020
Posting Close Date at midnight on 07/13/2020
Open Until Filled No
Special Notes To Applicants
-This position is grant-funded and contingent upon funding availability
Note 1: Based on management’s assessment of finalist candidate, this position will be filled as RSA Level I or II.
Note 2: UTSA is a tobacco-free campus.
Note 3: UTSA is an Equal Employment Opportunity/Affirmative Action Employer. Minorities, women, veterans, and individuals with disabilities are encouraged to apply.
Note 4: This is a security sensitive position. Employment is contingent upon a successful background check.
Note 5: At the discretion of the hiring department, this position posting may be closed once a sufficient number of qualified applications has been received."
"Write a job description for COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - PERFORMANCE METROLOGY role proposed by ""Southwest Research Institute."", a company founded on 1947.0 that has now a size of 1001 to 5000 employees and works on Research & Development industry in the Business Services sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in San Antonio, TX. The salary estimate is $52K-$91K ","Join our Intelligent Systems Division. You will be part of a team that develops creative solutions for existing and next-generation technologies for healthcare applications using advanced modeling, artificial intelligence and machine learning. You will have the opportunity to interact with technical clients and colleagues on a frequent basis to understand requirements and constraints of the task objectives. Collaborate with your team and work in various phases of the system lifecycle, including applied research, requirements generation, design, implementation, testing, integration, installation, and documentation.


Education/Experience:


Requires a BS, MS, or PhD degree Computer Engineering, Electrical Engineering, Computer Science, Biomedical Engineering, Aerospace Engineering, Mechanical Engineering or other related disciplines. Must have at least a 3.25 GPA. Must have 0-5 years of experience. Must have course work or experience in more than one of the following: image and video processing, high performance computing including GPUs, network and routing protocols, logic programming and knowledge representation, machine learning/artificial intelligence, software development, signal processing; communications and RF; strong software skills required; experience in C++, C#, and/or Python preferred. Experience with Linux, real-time operating systems, multithreaded programming, and/or networking/socket programming is a plus. An interest and/or experience in working with hardware a plus. Excellent verbal and written communication skills required. Must be able to work in project team environments and independently. Must have excellent problem-solving skills, be self-motivated, and be driven by challenging problems. Must have good organizational skills and attention to detail. Must have an aptitude for continuous learning and leadership potential. A valid/clear driver's license is required.


Special Considerations:


Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: San Antonio, Texas


For more information about this division, visit the Intelligent Systems home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace"
"Write a job description for COMPUTER SCIENTIST - ENGINEER - DECISION TECHNOLOGIES role proposed by ""Southwest Research Institute."", a company founded on 1947.0 that has now a size of 1001 to 5000 employees and works on Research & Development industry in the Business Services sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in San Antonio, TX. The salary estimate is $43K-$76K ","Join a team that develops creative solutions for a variety of commercial and military applications across the human performance domain; physical, cognitive, and social. Interface with technical clients and colleagues to understand requirements and constraints of the task objectives on a frequent basis. Work in various phases of the system lifecycle, including applied research, requirements generation, design, implementation, testing, integration, installation, and documentation. Apply aspects of systems engineering, an understanding of biomechanical and physiological systems, and the nature and limitations of hardware and software to ensure that the underlying systems work properly. Additional information about the type of work can be found at: https://hpi.swri.org.


Education/Experience:


Requires a BS degree in Software Engineering, Electrical Engineering, Mechanical Engineering, Aerospace Engineering, Computer Engineering, Computer Science or closely related disciplines with 0-2 years of experience. Must have at least a 3.25 GPA. Must have coursework or experience in more than one of the following: image and video processing, network and routing protocols, and machine learning or neural networks. Strong software skills are required. Experience in C++, C#, and/or Python is preferred. Experience with Linux, real-time operating systems, user interface design, and/or multithreaded programming is a plus. Excellent verbal and written communication skills are required. Must be able to work in project team environments and independently. Must have excellent problem-solving skills, be self-motivated, and be driven by challenging problems. Must have good organizational skills and attention to detail with an aptitude for continuous learning and leadership potential. A valid/clear driver's license is required.


Special Considerations:


Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: San Antonio, Texas


For more information about this division, visit the Intelligent Systems home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace"
"Write a job description for Data Analyst/Engineers role proposed by ""Diverse Lynx."", a company founded on 2002.0 that has now a size of 501 to 1000 employees and works on IT Services industry in the Information Technology sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in Princeton, NJ. The salary estimate is $43K-$76K ","Data Analyst/Engineers

San Antonio, TX

Direct client

Long Term project

Expertise in IBM Datastage 11.5Experience on Unix and Shell scriptingKnowledge on SQL Query

Exposure to Scheduler (Control M)Knowledge on IBM DB2 Database

Analyse the business requirement Enhance/Build ETL batch application for data loadProvide Production Support

Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company."
"Write a job description for Data Analyst ( SAS,SQL) role proposed by ""eTeam Inc.."", a company founded on 1999.0 that has now a size of 51 to 200 employees and works on Staffing & Outsourcing industry in the Business Services sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in South Plainfield, NJ. The salary estimate is $43K-$76K ","Responsibilities and Duties:
Partner with data analyst, Business and product owners, to better understand requirements, solution designs, finding bottlenecks, resolutions, etc.
Understand clients business data environment.
Research, Validate the Incoming tables and find any discrepancies in the data and giving the report to the business about the findings.
Propose solutions to critical data issues through specific inquiries and consultation.
Server Monitoring - Should be able to Analyze, Debug and Troubleshoot Server issues
User Access Management He should be familiar with access management tools and how to enable/disable user accesses considering all the compliance policies and rules in the Org.
Update and maintain project artifacts and documents. Assist in developing knowledge assets such as methodologies, templates, etc.
Should be having good knowledge of Agile and Scrum
Required Skills:
6+ years Exp--Excellent Domain knowledge of maintaining data and validation
6+ Years Exp--Must have strong SQL knowledge, understanding of Databases like SQL Server, Oracle, Netezza
3+ Years --SAS Enterprise Guide 8.1
2+ Years --Aginity (Workbench for Hadoop)
2+ Years--Domain Knowledge of Business side.
Good to have:
Linux
Putty
Python
Agile and SCRUM
Reporting Tools like BO\Tableau"
"Write a job description for COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - CYBER-PHYSICAL SYSTEMS role proposed by ""Southwest Research Institute."", a company founded on 1947.0 that has now a size of 1001 to 5000 employees and works on Research & Development industry in the Business Services sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in San Antonio, TX. The salary estimate is $43K-$76K ","Join a team that develops creative solutions for existing and future next-generation technologies for high reliability applications including embedded systems for space instruments and spacecraft components. Interface with technical clients and colleagues to understand requirements and constraints of the task objectives. Work in various phases of the system lifecycle, including applied research, requirements generation, design, implementation, testing, integration, installation, and documentation.


Education/Experience:


Requires a BS or MS degree in Software Engineering, Computer Engineering, Electrical Engineering, or Computer Science with at least a 3.0 GPA. Requires 0-5 years of experience. Must have at least a 3.0 GPA. Must have the desire to successfully collaborate as part of an engineering team. Must have strong communication skills. Experience with programming in at least one of the following: C/C++/Python are required. Embedded software development experience is preferred. Experience with real-time Operating Systems (OS) and courses in OS are preferred. Knowledge of computer boot process including boot loaders; familiarity with compilers, debuggers, and other low-level development and analysis tools is preferred. Must be able to solve problems using critical thinking and creativity. Project or course work regarding computer and embedded system is required. Demonstrated ability to program in multiple programming languages; relevant languages include C/C++, Python, C#. Trained and experienced in both hardware and software skills. Willingness and ability to learn new systems and technologies quickly. A valid/clear driver's license is required.


Special Considerations:


Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: San Antonio, Texas


For more information about this division, visit the Intelligent Systems home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace"
"Write a job description for Data Science Team Developer role proposed by ""CompQsoft."", a company founded on 1997.0 that has now a size of 51 to 200 employees and works on Consulting industry in the Business Services sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in Houston, TX. The salary estimate is $43K-$76K ","Data Science Team Developer

Overview

This position involves the development of content and integrations for the Security Information and Event Management (SIEM) Platform (Sumo Logic Cloud SIEM Enterprise). Candidates should have a working knowledge of Data Science principals and experience with data science methodologies. Additional experiences include: Experience with API programming and development; Experienced with schema use; Proficient in python; working knowledge of Spark.

Python Development 7

Job Responsibilities

The Cyber Technical Architect Junior provides thought leadership related to current and future customer plans with regard to protecting customer information technology from cyber threats. This individual possesses knowledge of the future direction and trends associated with the stated information technology, and is up to date with current threats associated with it. Cyber Technical Architect Junior is experienced in designing and implementing protections for information architecture solutions for the stated information technology; This individual design secure architecture to include the software, hardware, and communications to support the total requirements as well as provide for present and future cross functional requirements and interfaces.

Bachelors Degree Required

Secret (ability to obtain)

US Citizen

For more open requirements,

Please visit http://www.compqsoft.com/current-openings.html

About Us: CompQsoft Inc. Established in 1997, headquarters in Houston, TX and office in Leesburg, VA. CompQsoft offers a range of comprehensive Cyber Security, Infrastructure, Cloud solutions, ERP implementation, Business Intelligence, Application development, Ecommerce applications and Management consulting services. CompQsoft is Certified CMMI Level 3 practitioner for Development and Services, ISO 9001:2015, ISO 27001:2013 & ISO 20000-1:2011 Certified. CompQsoft is a fast growing company with a strategy and methodology that is strongly focused on the success of our clients, predominantly the Federal government. CompQsoft is an Equal Opportunity / Affirmative Action Employer. M/F/D/V Visit www.compqsoft.com to learn more about our culture, benefits."
"Write a job description for RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. RESEARCH ENGINEER - INDUSTRIAL ROBOTICS role proposed by ""Southwest Research Institute."", a company founded on 1947.0 that has now a size of 1001 to 5000 employees and works on Research & Development industry in the Business Services sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in San Antonio, TX. The salary estimate is $43K-$76K ","We are expanding our team working on leading technologies in industrial robotics and are looking for talented and motivated candidates to join us. Qualified candidates have the opportunity to work in a flexible and stimulating environment on diverse technical challenges in applied research and development. Job responsibilities will include: Provide technical leadership in the development and application of advanced robotic solutions for industrial, manufacturing, and defense clients. Manage open source repositories and collaborate with international teams on open source development. Design, build, debug and install industrial robotic and automation systems. Develop and test new manufacturing and industrial processes. Develop software for industrial controls and manufacturing systems. Lead the preparation of proposals and cost estimates. Interact with customers to establish requirements and desired program outcomes. Lead and manage technical projects. Travel on an as needed basis to conduct project work. Perform other duties as assigned.


Education/Experience:


Requires a BS, MS or PhD in Robotics, Mechanical Engineering, Electrical Engineering, Computer Science, Computer Engineering, or related field. Must have at least a 3.25 GPA. Must have at least 5 years experience with both managing projects and developing robotics systems. Beneficial skills include: ROS (Robot Operating System) development, OpenCV and vision system development, optimal and search-based planning for high degree of freedom systems, open source software project management. Beneficial knowledge includes: custom robot development, application of industrial robotics, mobile robotics, 2D/3D computer vision, path planning for robotics, machine learning, optimization, perception/sensing for robot guidance, localization. Project Management Professional credential, or comparable credential, is a plus. A valid/clear driver's license is required.


Special Considerations:


Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: San Antonio, Texas


For more information about this division, visit the Intelligent Systems home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace"
"Write a job description for BUSINESS INTELLIGENCE ANALYST role proposed by ""VIA Metropolitan Transit."", a company founded on 1978.0 that has now a size of 1001 to 5000 employees and works on Municipal Governments industry in the Government sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in San Antonio, TX. The salary estimate is $43K-$76K ","Job Title:
BUSINESS INTELLIGENCE ANALYST

Starting Salary:
$5,236 - $8,888 per month

Job Description:
The Business Intelligence Analyst will leverage Business Intelligence and Data Analytic best practices to deliver relevant, timely and insightful information to the business, while helping grow and champion the organization around BI. This includes gathering, data modeling, report creation and automation, end user education and training. Understanding and assisting in the development of reporting, analysis and visualization of business data, metrics and measures to allow staff to align and track against overall business strategies, goals and objectives, drive innovation, insight and decision making.

Education and Experience:
Bachelor’s degree in business, computer information systems, management, statistics, or related area and a minimum of 3 years’ experience in a variance analysis, technical business analyst or similar role working with data warehouse and/or business intelligence environments, or an equivalent combination."
"Write a job description for Risk Data Analyst role proposed by ""Deacon Recruiting."", a company founded on 2019.0 that has now a size of 1 to 50 employees and works on Staffing & Outsourcing industry in the Business Services sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in San Antonio, TX. The salary estimate is $43K-$76K ","Job Description
Risk Data Analyst

Location: San Antonio, Texas

THIS COMPANY OFFERS…
Join a newly created, dedicated front-line fraud prevention team with a focus on risk analysis
Focused on what matters most: helping clients meet their investment goals through redefining asset management by building an integrated multi-boutique business
Commitment to connecting the right talent with the right resources in the right environment – employees are empowered to be their best utilizing their unique talents
Opportunity for incentive based compensation benefits
PROJECTS AND RESPONSIBILITIES...
Provide analytical support while working with innovative technologies and application stacks
Design and build analytical tools in the protection of member assets from fraud
Perform quantitative risk analysis to include model development, ongoing monitoring, and validation activities
Develop and grow partnerships with senior Lines of Business and Functional Leaders
YOU HAVE...
Extensive experience with model development and data analytics
Technical expertise in multiple programming languages, data analysis software, visualization tools, and modeling software
Advance working knowledge of Excel, Access, and SQL Server
Excellent communication to all lines of business and stakeholders
For a Confidential Conversation and/or Personal Meeting regarding this outstanding career opportunity please contact:

Felicia Avalos | 210.807.5605 | favalos@deaconrecruiting.com"
"Write a job description for Data Modeler role proposed by ""Kforce."", a company founded on 1966.0 that has now a size of 10000+ employees and works on Staffing & Outsourcing industry in the Business Services sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in Tampa, FL. The salary estimate is $43K-$76K ","RESPONSIBILITIES:

Kforce has a client in search of a talented Data Modeler in San Antonio, TX.

Job Function:
Produce time-series models based on daily data and/or monthly data
Other duties as assigned
REQUIREMENTS:
Python Jupyter notebooks - ability to write python code
Familiarity with SQL syntax - able to manipulate large data sets efficiently
Microsoft Office - basic abilities in Word and Excel to support data manipulation and documentation of modeling efforts
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
"Write a job description for Scientist Medical Laboratory II role proposed by ""University Health System."", a company founded on 1955.0 that has now a size of 1001 to 5000 employees and works on Health Care Services & Hospitals industry in the Health Care sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in San Antonio, TX. The salary estimate is $43K-$76K ","POSITION SUMMARY/RESPONSIBILITIES
Performs duties within the Clinical Laboratories area, which requires a sound knowledge of clinical laboratory science. Requires evaluating clinical data and quality control information. Responsible for overseeing employees in area.

EDUCATION/EXPERIENCE
Bachelors degree in medical technology or an appropriate biological/chemical/medical science degree from an accredited college or university and successful completion of a structured clinical program (CAHEA approved) and certified in clinical laboratory experience in the specific department worked and demonstrated ability to supervise OR completion of an accredited clinical program and certification prior to 1963 and one year of current clinical laboratory experience in the specific department OR Bachelors degree in an appropriate biological/chemical/medical science from an accredited college or university and a clinical laboratory specialist certification and one year clinical laboratory experience in the specific department worked. (Certification after obtaining degree is preferred.)

LICENSURE/CERTIFICAITON
Certification in clinical laboratory science by a recognized certifying agency"
"Write a job description for IT Data Science Analyst role proposed by ""Kforce."", a company founded on 1966.0 that has now a size of 10000+ employees and works on Staffing & Outsourcing industry in the Business Services sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in Tampa, FL. The salary estimate is $43K-$76K ","RESPONSIBILITIES:

Kforce has a client in search of a talented IT Data Science Analyst in San Antonio, TX.

Job Functions:
Responsible for insight delivery on work items revolving around finance systems
Pull data to help close business gaps
Assess and work files
High self-motivated data analysts with ability to onboard/catch-on quickly.
More duties as assigned
REQUIREMENTS:
2+ years using SQL
2+ years using SAS
1-2 years experience in Tableau
1-2 years experience in Excel
Preferred:
Worked in Data Science in previous professional position(s)
Strong SQL skills
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
"Write a job description for Laboratory Scientist II role proposed by ""University Health System."", a company founded on 1955.0 that has now a size of 1001 to 5000 employees and works on Health Care Services & Hospitals industry in the Health Care sector. The job proposed is in San Antonio, TX meanwhile the headquarter of the company is in San Antonio, TX. The salary estimate is $17-$27 Per Hour","POSITION SUMMARY/RESPONSIBILITIES
Performs duties within the Clinical Laboratories area, which requires a sound knowledge of clinical laboratory science. Requires evaluating clinical data and quality control information. Responsible for overseeing employees in area.

EDUCATION/EXPERIENCE
Bachelors degree in medical technology or an appropriate biological/chemical/medical science degree from an accredited college or university and successful completion of a structured clinical program (CAHEA approved) and certified in clinical laboratory experience in the specific department worked and demonstrated ability to supervise OR completion of an accredited clinical program and certification prior to 1963 and one year of current clinical laboratory experience in the specific department OR Bachelors degree in an appropriate biological/chemical/medical science from an accredited college or university and a clinical laboratory specialist certification and one year clinical laboratory experience in the specific department worked. (Certification after obtaining degree is preferred.)

LICENSURE/CERTIFICAITON
Certification in clinical laboratory science by a recognized certifying agency"
"Write a job description for TECHNICAL DATA ANALYST role proposed by ""Spectrum Comm."", a company founded on 1999.0 that has now a size of 51 to 200 employees and works on Aerospace & Defense industry in the Aerospace & Defense sector. The job proposed is in Lackland AFB, TX meanwhile the headquarter of the company is in Newport News, VA. The salary estimate is $17-$27 Per Hour","Technical Data Analyst

Engineer will support the COMSEC Products Section (AFLCMC/HNCCS).

ESSENTIAL JOB FUNCTIONS AND RESPONSIBILITIES:
Provide engineering services to support Tactical Terminal Systems deployed worldwide
Duties may include independently performing project assignments that involve complex features guided by codes, standards, and other precedents of the discipline
Serve as engineering technical adviser on evaluating and testing products to include software, equipment, and systems essential to COMSEC Products support
Using established government standards and guidelines, establish procedures and instructions for end users and ascertain product reliability, life cycles, and compatibility with associated equipment
Determine product reliability, life cycles, and compatibility with associated equipment
Respond to problem reports submitted by customers and program office
Provide technical advice and assistance with system diagnostics, repairs, upgrades, system operations, installs, integration and testing
Moderate travel is required
REQUIRED/DESIRED SKILLS AND EXPERIENCE:
Bachelor's Degree or higher in professional engineering from an Accreditation Board for Engineering and Technology (ABET) accredited school of engineering
Knowledge of Technical Orders, Test Procedures, Engineering Change Proposals, Justifications and Approvals, and Technical Evaluations
Spectrum is proud of our diverse workforce and diligently committed to remaining an Equal Opportunity Employer. Spectrum governs all employment related decisions without regard to an individual's race, color, sex, religion, national origin, age, disability, veteran status, or any other protected classification. [EEO/AA/Protected Veterans/Individuals with Disability employer]."
"Write a job description for Sr. Principal Data Scientist role proposed by ""Northrop Grumman."", a company founded on 1939.0 that has now a size of 10000+ employees and works on Aerospace & Defense industry in the Aerospace & Defense sector. The job proposed is in San Diego, CA meanwhile the headquarter of the company is in Falls Church, VA. The salary estimate is $114K-$146K ","Climb to new heights on your journey when you start Defining Possible with Northrop Grumman. Enjoy a purposeful career in aeronautics that is crucial to the way we connect and protect our world across land, sea, and air. Bring your experience and take advantage of this opportunity to discover how you can start to push past possible and achieve your goals today. Enjoy a diverse, collaborative environment with professionals across the nation ready to help launch your career.

Creates data mining architectures/models/protocols, statistical reporting, and data analysis methodologies to identify trends in large data sets. Analysis may have many applications such as to address a business issue or provide a competitive advantage for the organization. Requires strong statistical and data visualization skills.

Qualifications:

Basic Qualifications:
BS in Statistics, Data Science, Mathematics, Computer Science, or Engineering related discipline
9+ years of relevant experience in analytics with BS, 7 Years with Masters
Strong data mining, algorithm development, and analytic skills
Proficiency in programming languages such as Python, R, Java, or C++
Excellent communication and team player skills
Ability to obtain a secret security clearance
Preferred Qualifications
Masters degree is preferred
Experience with Hadoop, SQL and building multi-dimensional models
Proficiency in analytical modeling and statistical tools such as Matlab, SAS, or SPSS
Ability to provide solutions to a variety of technical problems of increasing scope and complexity

Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA and Pay Transparency statement, please visit www.northropgrumman.com/EEO. U.S. Citizenship is required for most positions."
